Subset,Detail
LMPP,RALA
LMPP,CDK13
LMPP,PSMA2
LMPP,STK17A
LMPP,MRPS24
LMPP,SPDYE1
LMPP,ZMIZ2
LMPP,HUS1
LMPP,ZPBP
LMPP,ZNF713
LMPP,MRPS17
LMPP,SUMF2
LMPP,CHCHD2
LMPP,LINC02848
LMPP,GS1-124K5.4
LMPP,SBDS
LMPP,TYW1
LMPP,BUD23
LMPP,GTF2IRD2
LMPP,TRIM73
LMPP,POM121C
LMPP,SPDYE5
LMPP,HIP1
LMPP,SSC4D
LMPP,DTX2
LMPP,GSAP
LMPP,PTPN12
LMPP,CD36
LMPP,CACNA2D1
LMPP,RP11-115N4.1
LMPP,MTERF1
LMPP,AKAP9
LMPP,AC003092.1
LMPP,SGCE
LMPP,SLC25A13
LMPP,LMTK2
LMPP,TRRAP
LMPP,CYP3A5
LMPP,COPS6
LMPP,AP4M1
LMPP,TRAPPC14
LMPP,PILRB
LMPP,PILRA
LMPP,PPP1R35
LMPP,AGFG2
LMPP,GIGYF1
LMPP,POP7
LMPP,EPHB4
LMPP,TRIP6
LMPP,SERPINE1
LMPP,FIS1
LMPP,IFT22
LMPP,COL26A1
LMPP,CTB-181H17.1
LMPP,SH2B2
LMPP,RASA4
LMPP,DNAJC2
LMPP,RP11-325F22.2
LMPP,LINC01004
LMPP,PRKAR2B-AS1
LMPP,COG5
LMPP,DUS4L
LMPP,LAMB1
LMPP,THAP5
LMPP,AC003088.1
LMPP,IFRD1
LMPP,LMOD2
LMPP,WASL
LMPP,POT1-AS1
LMPP,GCC1
LMPP,SND1
LMPP,RP11-212P7.2
LMPP,FAM71F2
LMPP,RP11-448A19.1
LMPP,RP11-775D22.3
LMPP,CEP41
LMPP,CHCHD3
LMPP,EXOC4
LMPP,RP11-221G19.1
LMPP,AGBL3
LMPP,AC015987.1
LMPP,TRIM24
LMPP,ZC3HAV1L
LMPP,TTC26
LMPP,FMC1
LMPP,LUC7L2
LMPP,SLC37A3
LMPP,RP5-894A10.2
LMPP,DENND11
LMPP,EPHB6
LMPP,TMEM139-AS1
LMPP,EPHA1-AS1
LMPP,ARHGEF5
LMPP,ZNF467
LMPP,ZBED6CL
LMPP,ZNF775
LMPP,RP11-511P7.5
LMPP,LINC00996
LMPP,GIMAP6
LMPP,GIMAP2
LMPP,GIMAP1
LMPP,PRKAG2-AS1
LMPP,LINC01003
LMPP,DPP6
LMPP,RBM33
LMPP,LINC01006
LMPP,RNF32
LMPP,PTPRN2
LMPP,FBXO25
LMPP,ERICH1
LMPP,CSMD1
LMPP,RP11-115C21.2
LMPP,MCPH1-AS1
LMPP,ERI1
LMPP,TNKS
LMPP,AF131215.9
LMPP,RP11-148O21.2
LMPP,RP11-252C15.1
LMPP,CNOT7
LMPP,PCM1
LMPP,NAT1
LMPP,SH2D4A
LMPP,CSGALNACT1
LMPP,DOK2
LMPP,DMTN
LMPP,BMP1
LMPP,CTD-2530N21.4
LMPP,BIN3
LMPP,SLC25A37
LMPP,DOCK5
LMPP,GNRH1
LMPP,CLU
LMPP,SARAF
LMPP,RBPMS
LMPP,SMIM18
LMPP,UBXN8
LMPP,RP11-11N9.4
LMPP,FUT10
LMPP,RP11-317N12.1
LMPP,ADGRA2
LMPP,RAB11FIP1
LMPP,LSM1
LMPP,NSD3
LMPP,LETM2
LMPP,FGFR1
LMPP,GINS4
LMPP,KAT6A
LMPP,THAP1
LMPP,POMK
LMPP,CEBPD
LMPP,TCEA1
LMPP,MRPL15
LMPP,LYN
LMPP,RAB2A
LMPP,RP11-91I20.4
LMPP,CHD7
LMPP,AC022182.3
LMPP,CYP7B1
LMPP,MCMDC2
LMPP,CSPP1
LMPP,NCOA2
LMPP,MSC-AS1
LMPP,RP11-463D19.1
LMPP,LY96
LMPP,GDAP1
LMPP,RP11-48B3.4
LMPP,PAG1
LMPP,SNX16
LMPP,CA13
LMPP,RIPK2
LMPP,OSGIN2
LMPP,DECR1
LMPP,CTD-3239E11.2
LMPP,PDP1
LMPP,VIRMA
LMPP,CCNE2
LMPP,CPQ
LMPP,RPL30
LMPP,VPS13B-DT
LMPP,COX6C
LMPP,POLR2K
LMPP,RNF19A
LMPP,PABPC1
LMPP,NCALD
LMPP,UBR5-AS1
LMPP,UBR5
LMPP,BAALC
LMPP,BAALC-AS1
LMPP,EIF3E
LMPP,SYBU
LMPP,EIF3H
LMPP,UTP23
LMPP,MED30
LMPP,ENPP2
LMPP,KB-1471A8.3
LMPP,MTBP
LMPP,RP11-557C18.3
LMPP,DERL1
LMPP,C8orf76
LMPP,ATAD2
LMPP,RP11-37N22.1
LMPP,NDUFB9
LMPP,WASHC5
LMPP,CCDC26
LMPP,RP11-1146N6.3
LMPP,EFR3A
LMPP,PHF20L1
LMPP,ST3GAL1
LMPP,ST3GAL1-DT
LMPP,SLC45A4
LMPP,TSNARE1
LMPP,ADGRB1
LMPP,THEM6
LMPP,ZC3H3
LMPP,PYCR3
LMPP,PUF60
LMPP,NRBP2
LMPP,MROH1
LMPP,HSF1
LMPP,SLC52A2
LMPP,VPS28
LMPP,KIFC2
LMPP,MFSD3
LMPP,RPL8
LMPP,ZNF517
LMPP,WASHC1
LMPP,RP11-165F24.3
LMPP,KANK1
LMPP,SMARCA2
LMPP,KCNV2
LMPP,RFX3
LMPP,INSL6
LMPP,RIC1
LMPP,RP11-408A13.4
LMPP,CCDC171
LMPP,DENND4C
LMPP,RPS6
LMPP,ACER2
LMPP,KLHL9
LMPP,LRRC19
LMPP,C9orf72
LMPP,LINC01242
LMPP,NDUFB6
LMPP,CHMP5
LMPP,UBE2R2
LMPP,DCAF12
LMPP,NUDT2
LMPP,VCP
LMPP,FANCG
LMPP,PIGO
LMPP,CD72
LMPP,TPM2
LMPP,CREB3
LMPP,RNF38
LMPP,SHB
LMPP,ALDH1B1
LMPP,GLIDR
LMPP,FAM27C
LMPP,RP11-111F5.3
LMPP,CBWD5
LMPP,ANKRD20A1
LMPP,PIP5K1B
LMPP,SMC5-DT
LMPP,SMC5
LMPP,KLF9
LMPP,TRPM3
LMPP,C9orf85
LMPP,CARNMT1-AS1
LMPP,CARNMT1
LMPP,NMRK1
LMPP,RFK
LMPP,TLE4
LMPP,TLE1
LMPP,KIF27
LMPP,NAA35
LMPP,GOLM1
LMPP,ISCA1
LMPP,TUT7
LMPP,DAPK1-IT1
LMPP,AUH
LMPP,OGN
LMPP,OMD
LMPP,ASPN
LMPP,ECM2
LMPP,BICD2
LMPP,SUSD3
LMPP,ZNF169
LMPP,AOPEP
LMPP,SLC35D2
LMPP,RP11-172F4.7
LMPP,HEMGN
LMPP,ANP32B
LMPP,TRIM14
LMPP,ANKS6
LMPP,STX17
LMPP,ERP44
LMPP,ZNF189
LMPP,ABCA1
LMPP,ZNF462
LMPP,ABITRAM
LMPP,TXN
LMPP,PTGR1
LMPP,DNAJC25
LMPP,SHOC1
LMPP,RP11-4O1.2
LMPP,C9orf147
LMPP,KIAA1958
LMPP,C9orf43
LMPP,RGS3
LMPP,ZNF618
LMPP,AKNA
LMPP,WHRN
LMPP,TMEM268
LMPP,ASTN2
LMPP,RP11-162D16.2
LMPP,NDUFA8
LMPP,ZBTB6
LMPP,STRBP
LMPP,MIR181A2HG
LMPP,RPL35
LMPP,PBX3
LMPP,MVB12B
LMPP,LMX1B
LMPP,ZNF79
LMPP,RPL12
LMPP,NIBAN2
LMPP,CDK9
LMPP,RP11-228B15.4
LMPP,AK1
LMPP,ST6GALNAC4
LMPP,GLE1
LMPP,ZDHHC12
LMPP,DOLPP1
LMPP,TOR1B
LMPP,FNBP1
LMPP,ABL1
LMPP,PRRC2B
LMPP,UCK1
LMPP,MED27
LMPP,SETX
LMPP,ABO
LMPP,RPL7A
LMPP,BRD3OS
LMPP,WDR5
LMPP,COL5A1
LMPP,CAMSAP1
LMPP,RP11-432J22.2
LMPP,TMEM250
LMPP,NALT1
LMPP,RP11-251M1.1
LMPP,TMEM141
LMPP,RABL6
LMPP,EDF1
LMPP,NPDC1
LMPP,MAN1B1-DT
LMPP,ANAPC2
LMPP,SSNA1
LMPP,NDOR1
LMPP,ARRDC1-AS1
LMPP,DIP2C
LMPP,IDI2-AS1
LMPP,RP11-358N3.1
LMPP,PITRM1
LMPP,RP11-536K7.3
LMPP,ATP5F1C
LMPP,ECHDC3
LMPP,PROSER2-AS1
LMPP,CDC123
LMPP,RP11-141H1.1
LMPP,BEND7
LMPP,RP11-398C13.8
LMPP,PTER
LMPP,VIM-AS1
LMPP,MRC1
LMPP,CACNB2
LMPP,MLLT10
LMPP,RP11-399C16.3
LMPP,RP11-301N24.3
LMPP,RP11-426A21.2
LMPP,PRTFDC1
LMPP,YME1L1
LMPP,MPP7
LMPP,ZEB1-AS1
LMPP,ITGB1
LMPP,PARD3
LMPP,CCNY
LMPP,BMS1
LMPP,RASGEF1A
LMPP,HNRNPF
LMPP,ZNF22
LMPP,ALOX5
LMPP,RP11-67C2.2
LMPP,AGAP4
LMPP,TIMM23
LMPP,AGAP9
LMPP,MAPK8
LMPP,RP11-324H6.8
LMPP,SGMS1
LMPP,RP11-521C22.4
LMPP,PCDH15
LMPP,SLC16A9
LMPP,ANK3
LMPP,DNAJC12
LMPP,RUFY2
LMPP,DNA2
LMPP,SLC25A16
LMPP,TET1
LMPP,DDX21
LMPP,SUPV3L1
LMPP,PRF1
LMPP,UNC5B
LMPP,SLC29A3
LMPP,PSAP
LMPP,SPOCK2
LMPP,ASCC1
LMPP,P4HA1
LMPP,NUDT13
LMPP,DNAJC9
LMPP,DNAJC9-AS1.1
LMPP,ANXA7
LMPP,RP11-464F9.20
LMPP,SYNPO2L-AS1
LMPP,KAT6B
LMPP,RP11-77G23.2
LMPP,SAMD8
LMPP,PPIF
LMPP,RP11-182L21.5
LMPP,MMRN2
LMPP,ADIRF-AS1
LMPP,NUTM2A-AS1
LMPP,LIPA
LMPP,IFIT2
LMPP,TNKS2
LMPP,KIF11
LMPP,HHEX
LMPP,SLC35G1
LMPP,ACSM6
LMPP,ALDH18A1
LMPP,LCOR
LMPP,FRAT1
LMPP,RP11-452K12.4
LMPP,ZFYVE27
LMPP,GOT1
LMPP,CUTC
LMPP,MRPL43
LMPP,BTRC
LMPP,RP11-190J1.11
LMPP,OGA
LMPP,ARMH3
LMPP,HPS6
LMPP,GBF1
LMPP,ACTR1A
LMPP,ATP5MK
LMPP,ITPRIP
LMPP,PDCD4-AS1
LMPP,PDCD4
LMPP,SHOC2
LMPP,GPAM
LMPP,DCLRE1A
LMPP,CCDC186
LMPP,RP11-106M7.1
LMPP,FAM160B1
LMPP,ATRNL1
LMPP,SLC18A2
LMPP,PDZD8
LMPP,CASC2
LMPP,EIF3A
LMPP,SFXN4
LMPP,GRK5
LMPP,RGS10
LMPP,OAT
LMPP,EEF1AKMT2
LMPP,RP11-298J20.4
LMPP,CTBP2
LMPP,EDRF1-DT
LMPP,FANK1
LMPP,ADAM8
LMPP,TUBGCP2
LMPP,FUOM
LMPP,MTG1
LMPP,LRRC56
LMPP,TMEM80
LMPP,SLC25A22
LMPP,RPLP2
LMPP,TSPAN32
LMPP,NAP1L4
LMPP,TRIM6
LMPP,SMPD1
LMPP,TRIM3
LMPP,CTD-2516F10.2
LMPP,PPFIBP2
LMPP,AKIP1
LMPP,NRIP3
LMPP,TMEM41B
LMPP,RP11-1H15.2
LMPP,RNF141
LMPP,ZBED5-AS1
LMPP,SOX6
LMPP,C11orf58
LMPP,PLEKHA7
LMPP,RPS13
LMPP,PIK3C2A
LMPP,RP1-239B22.5
LMPP,KCNC1
LMPP,GTF2H1
LMPP,SPTY2D1OS
LMPP,GAS2
LMPP,RP11-17A1.3
LMPP,LUZP2
LMPP,METTL15
LMPP,TCP11L1
LMPP,HIPK3
LMPP,FBXO3
LMPP,CAT
LMPP,RP4-594L9.2
LMPP,PRR5L
LMPP,IFTAP
LMPP,RP11-613D13.5
LMPP,PRDM11
LMPP,SLC35C1
LMPP,CRY2
LMPP,CTD-2117H17.2
LMPP,ATG13
LMPP,ACP2
LMPP,RAPSN
LMPP,C1QTNF4
LMPP,AGBL2
LMPP,PTPRJ
LMPP,OSBP
LMPP,TMEM258
LMPP,FADS3
LMPP,LINC02733
LMPP,AHNAK
LMPP,C11orf98
LMPP,LBHD1
LMPP,ZBTB3
LMPP,TMEM223
LMPP,NXF1
LMPP,WDR74
LMPP,RTN3
LMPP,NUDT22
LMPP,PRDX5
LMPP,AP003774.1
LMPP,RASGRP2
LMPP,SF1
LMPP,MAP4K2
LMPP,ATG2A
LMPP,ARL2
LMPP,SAC3D1
LMPP,NAALADL1
LMPP,VPS51
LMPP,MRPL49
LMPP,POLA2
LMPP,SNX32
LMPP,FIBP
LMPP,FOSL1
LMPP,PACS1
LMPP,B4GAT1
LMPP,CTD-3074O7.5
LMPP,CTSF
LMPP,RBM4
LMPP,KDM2A
LMPP,ANKRD13D
LMPP,POLD4
LMPP,ACY3
LMPP,NDUFS8
LMPP,CHKA
LMPP,RP11-856M9.1
LMPP,LRP5
LMPP,PPP6R3
LMPP,ANO1
LMPP,DHCR7
LMPP,IL18BP
LMPP,RP11-475M20.2
LMPP,ATG16L2
LMPP,RP11-809N8.4
LMPP,RAB6A
LMPP,PAAF1
LMPP,P4HA3
LMPP,RPS3
LMPP,SERPINH1
LMPP,GDPD4
LMPP,AAMDC
LMPP,KCTD21-AS1
LMPP,KCTD21
LMPP,USP35
LMPP,TENM4
LMPP,PCF11
LMPP,PICALM
LMPP,RP11-317J19.1
LMPP,RP11-657K20.3
LMPP,DISC1FP1
LMPP,MRE11
LMPP,FUT4
LMPP,CCDC82
LMPP,JRKL
LMPP,TRPC6
LMPP,DYNC2H1
LMPP,KBTBD3
LMPP,CWF19L2
LMPP,CUL5
LMPP,C11orf65
LMPP,POGLUT3
LMPP,DDX10
LMPP,ZC3H12C
LMPP,SIK2
LMPP,FDXACB1
LMPP,BCO2
LMPP,TTC12
LMPP,APOA1
LMPP,APOA1-AS
LMPP,TAGLN
LMPP,KMT2A
LMPP,RP11-770J1.3
LMPP,IFT46
LMPP,ARCN1
LMPP,DDX6
LMPP,CENATAC-DT
LMPP,RPS25
LMPP,SLC37A4
LMPP,RNF26
LMPP,USP2-AS1
LMPP,SC5D
LMPP,SORL1
LMPP,RP11-344F5.1
LMPP,SPA17
LMPP,ROBO3
LMPP,PUS3
LMPP,RPUSD4
LMPP,FAM118B
LMPP,RP11-712L6.5
LMPP,GSEC
LMPP,LINC02725
LMPP,FLI1
LMPP,NFRKB
LMPP,ZBTB44
LMPP,VPS26B
LMPP,IQSEC3
LMPP,KDM5A
LMPP,WNT5B
LMPP,DCP1B
LMPP,TNFRSF1A
LMPP,VAMP1
LMPP,GAPDH
LMPP,ACRBP
LMPP,USP5
LMPP,C1S
LMPP,SLC2A14
LMPP,LINC00937
LMPP,A2ML1-AS1
LMPP,A2M
LMPP,PZP
LMPP,KLRB1
LMPP,CLEC2D
LMPP,ETV6
LMPP,GPRC5D-AS1
LMPP,FAM234B
LMPP,RP11-174G6.5
LMPP,PTPRO
LMPP,RP11-282K24.3
LMPP,RP11-405A12.2
LMPP,KRAS
LMPP,RP11-707G18.1
LMPP,RP11-283G6.4
LMPP,ITPR2
LMPP,RP11-666F17.1
LMPP,FGFR1OP2
LMPP,STK38L
LMPP,ARNTL2-AS1
LMPP,RP11-996F15.4
LMPP,LINC02422
LMPP,RP11-817I4.2
LMPP,RP11-847H18.2
LMPP,ALG10
LMPP,ALG10B
LMPP,MUC19
LMPP,YAF2
LMPP,LINC02450
LMPP,SENP1
LMPP,TUBA1B
LMPP,TROAP
LMPP,SPATS2
LMPP,PRPF40B
LMPP,TMBIM6
LMPP,NCKAP5L
LMPP,RACGAP1
LMPP,RP4-605O3.4
LMPP,LETMD1
LMPP,SMAGP
LMPP,SLC4A8
LMPP,KRT8
LMPP,KRT18
LMPP,SPRYD3
LMPP,CSAD
LMPP,MAP3K12
LMPP,NPFF
LMPP,SCAT2
LMPP,HNRNPA1
LMPP,COPZ1
LMPP,SARNP
LMPP,RPS26
LMPP,RPL41
LMPP,ESYT1
LMPP,RP11-977G19.11
LMPP,PAN2
LMPP,STAT2
LMPP,TIMELESS
LMPP,RBMS2
LMPP,BAZ2A
LMPP,ATP5F1B
LMPP,ZBTB39
LMPP,STAC3
LMPP,TSFM
LMPP,AVIL
LMPP,CTDSP2
LMPP,ATP23
LMPP,MON2
LMPP,SRGAP1
LMPP,XPOT
LMPP,TBK1
LMPP,GRIP1
LMPP,MDM2
LMPP,RP11-611O2.5
LMPP,CPSF6
LMPP,FRS2
LMPP,ZFC3H1
LMPP,RAB21
LMPP,KRR1
LMPP,PPP1R12A
LMPP,RP11-1109F11.6
LMPP,CRADD
LMPP,RP11-887P2.5
LMPP,TMCC3
LMPP,NDUFA12
LMPP,NR2C1
LMPP,FGD6
LMPP,VEZT
LMPP,SNRPF
LMPP,UHRF1BP1L
LMPP,DEPDC4
LMPP,SCYL2
LMPP,SYCP3
LMPP,TXNRD1
LMPP,EID3
LMPP,C12orf45
LMPP,POLR3B
LMPP,RP11-144F15.1
LMPP,BTBD11
LMPP,RP11-864J10.4
LMPP,LINC01498
LMPP,CORO1C
LMPP,USP30-AS1
LMPP,ACACB
LMPP,MVK
LMPP,ATP2A2
LMPP,GPN3
LMPP,ATXN2
LMPP,RP1-267L14.6
LMPP,TRAFD1
LMPP,RPL6
LMPP,OAS1
LMPP,SDSL
LMPP,RP11-768F21.1
LMPP,RPLP0
LMPP,RNF10
LMPP,UNC119B
LMPP,P2RX7
LMPP,BCL7A
LMPP,CLIP1
LMPP,ZCCHC8
LMPP,RSRC2
LMPP,VPS37B
LMPP,ARL6IP4
LMPP,CDK2AP1
LMPP,RILPL2
LMPP,TCTN2
LMPP,SLC15A4
LMPP,TMEM132D
LMPP,STX2
LMPP,SFSWAP
LMPP,ULK1
LMPP,EP400
LMPP,NOC4L
LMPP,ANKLE2
LMPP,TPTE2
LMPP,RP11-61K9.2
LMPP,EEF1AKMT1
LMPP,XPO4
LMPP,LATS2-AS1
LMPP,SKA3
LMPP,MRPL57
LMPP,ZDHHC20
LMPP,MICU2
LMPP,LINC00540
LMPP,MTMR6
LMPP,USP12
LMPP,RPL21
LMPP,PAN3-AS1
LMPP,HMGB1
LMPP,ALOX5AP
LMPP,B3GLCT
LMPP,FRY
LMPP,STARD13-AS
LMPP,RP11-141M1.5
LMPP,NBEA
LMPP,RFXAP
LMPP,SUPT20H
LMPP,LINC00571
LMPP,UFM1
LMPP,WBP4
LMPP,RP11-157L14.5
LMPP,DGKH
LMPP,DNAJC15
LMPP,CCDC122
LMPP,LACC1
LMPP,TPT1-AS1
LMPP,LRRC63
LMPP,ESD
LMPP,LINC00562
LMPP,NUDT15
LMPP,RB1
LMPP,LPAR6
LMPP,FNDC3A
LMPP,KPNA3
LMPP,DLEU1
LMPP,INTS6
LMPP,NEK3
LMPP,VPS36
LMPP,DIS3
LMPP,RP11-19D22.1
LMPP,MYCBP2
LMPP,RP11-120L14.1
LMPP,MIR17HG
LMPP,TGDS
LMPP,GPR180
LMPP,DNAJC3-DT
LMPP,TPP2
LMPP,POGLUT2
LMPP,ARGLU1
LMPP,LIG4
LMPP,ABHD13
LMPP,RP11-153I24.5
LMPP,ANKRD10
LMPP,ARHGEF7
LMPP,RP11-88E10.5
LMPP,ATP11A
LMPP,PCID2
LMPP,TMCO3
LMPP,RASA3
LMPP,OR11G2
LMPP,TOX4
LMPP,PABPN1
LMPP,DHRS4
LMPP,DCAF11
LMPP,RP11-468E2.5
LMPP,IRF9
LMPP,REC8
LMPP,RP11-468E2.11
LMPP,NOP9
LMPP,RP11-80A15.1
LMPP,G2E3-AS1
LMPP,G2E3
LMPP,SCFD1
LMPP,RP11-829H16.3
LMPP,STRN3
LMPP,HECTD1
LMPP,SPTSSA
LMPP,SNX6
LMPP,CFL2
LMPP,BAZ1A
LMPP,FAM177A1
LMPP,PSMA6
LMPP,RALGAPA1
LMPP,SLC25A21
LMPP,TRAPPC6B
LMPP,PNN
LMPP,LINC00871
LMPP,MDGA2
LMPP,DNAAF2
LMPP,POLE2
LMPP,KLHDC2
LMPP,RP11-596C23.6
LMPP,LINC01588
LMPP,VCPKMT
LMPP,SOS2
LMPP,CDKL1
LMPP,MAP4K5
LMPP,ATL1
LMPP,PYGL
LMPP,RP11-589M4.5
LMPP,CGRRF1
LMPP,RP11-665C16.5
LMPP,LINC02284
LMPP,EXOC5
LMPP,ARID4A
LMPP,LINC01500
LMPP,GPR135
LMPP,RP11-16B13.1
LMPP,DHRS7
LMPP,MNAT1
LMPP,PRKCH
LMPP,HIF1A
LMPP,CTD-2302E22.6
LMPP,RP11-973N13.4
LMPP,MAX
LMPP,MPP5
LMPP,ATP6V1D
LMPP,TMEM229B
LMPP,PIGH
LMPP,ARG2
LMPP,ACTN1
LMPP,EXD2
LMPP,SUSD6
LMPP,SLC8A3
LMPP,SIPA1L1
LMPP,ZFYVE1
LMPP,RP4-647C14.3
LMPP,HEATR4
LMPP,RP3-414A15.10
LMPP,ACOT4
LMPP,PNMA1
LMPP,PTGR2
LMPP,BBOF1
LMPP,ZC2HC1C
LMPP,TTLL5
LMPP,ESRRB
LMPP,VASH1
LMPP,VASH1-AS1
LMPP,CIPC
LMPP,POMT2
LMPP,SNW1
LMPP,CEP128
LMPP,TSHR
LMPP,LINC02316
LMPP,GALC
LMPP,RP11-33N16.2
LMPP,TDP1
LMPP,RPS6KA5
LMPP,GOLGA5
LMPP,TMEM251
LMPP,BTBD7
LMPP,DDX24
LMPP,IFI27L1
LMPP,IFI27L2
LMPP,SERPINA1
LMPP,SNHG10
LMPP,CCDC85C
LMPP,DEGS2
LMPP,SLC25A29
LMPP,RP11-909M7.5
LMPP,HSP90AA1
LMPP,CINP
LMPP,TRAF3
LMPP,MTA1
LMPP,CRIP1
LMPP,RP11-403B2.7
LMPP,LINC01193
LMPP,RP11-32B5.7
LMPP,NIPA1
LMPP,MKRN3
LMPP,UBE3A
LMPP,GABRG3
LMPP,CTD-3092A11.2
LMPP,KLF13
LMPP,CHRNA7
LMPP,CHRM5
LMPP,AQR
LMPP,RP11-323I15.5
LMPP,DPH6
LMPP,FSIP1
LMPP,SRP14
LMPP,PLCB2
LMPP,RP11-133K1.12
LMPP,RP11-111A22.1
LMPP,DNAJC17
LMPP,SPINT1
LMPP,VPS18
LMPP,INO80
LMPP,OIP5
LMPP,LTK
LMPP,MGA
LMPP,JMJD7
LMPP,RP11-265N6.1
LMPP,UBR1
LMPP,RP11-473C18.6
LMPP,TUBGCP4
LMPP,MFAP1
LMPP,GOLM2
LMPP,RP11-151N17.1
LMPP,DUOX1
LMPP,BLOC1S6
LMPP,FBN1
LMPP,SECISBP2L
LMPP,FAM227B
LMPP,ATP8B4
LMPP,GABPB1
LMPP,SPPL2A
LMPP,CTD-2378E12.1
LMPP,TMOD3
LMPP,CTD-2184D3.5
LMPP,MYO5C
LMPP,TCF12
LMPP,LIPC
LMPP,GTF2A2
LMPP,RORA
LMPP,RP11-16B9.1
LMPP,ZNF609
LMPP,PLEKHO2
LMPP,ANKDD1A
LMPP,MTFMT
LMPP,PARP16
LMPP,SLC24A1
LMPP,DENND4A
LMPP,RAB11A
LMPP,DIS3L
LMPP,IQCH-AS1
LMPP,C15orf61
LMPP,PIAS1
LMPP,GLCE
LMPP,RPLP1
LMPP,UACA
LMPP,THSD4-AS1
LMPP,MYO9A
LMPP,RP11-106M3.3
LMPP,ADPGK
LMPP,NPTN
LMPP,LOXL1-AS1
LMPP,COX5A
LMPP,PPCDC
LMPP,SIN3A
LMPP,SNX33
LMPP,DNM1P35
LMPP,UBE2Q2
LMPP,TMEM266
LMPP,PSTPIP1
LMPP,CIB2
LMPP,CTSH
LMPP,RP11-81A1.10
LMPP,IL16
LMPP,TMC3-AS1
LMPP,RPS17
LMPP,CPEB1
LMPP,RP11-752G15.8
LMPP,HOMER2
LMPP,RP11-382A20.5
LMPP,RAMAC
LMPP,RP11-90B9.2
LMPP,NMB
LMPP,PDE8A
LMPP,AKAP13
LMPP,RP11-815J21.4
LMPP,AGBL1
LMPP,DET1
LMPP,PEX11A
LMPP,ANPEP
LMPP,CIB1
LMPP,CRTC3
LMPP,BLM
LMPP,UNC45A
LMPP,PRC1
LMPP,SV2B
LMPP,CHASERR
LMPP,MCTP2
LMPP,ARRDC4
LMPP,ADAMTS17
LMPP,RP11-66B24.4
LMPP,SNRPA1
LMPP,PCSK6
LMPP,WASIR2
LMPP,MPG
LMPP,Z69666.2
LMPP,LUC7L
LMPP,AXIN1
LMPP,RAB40C
LMPP,MCRIP2
LMPP,JMJD8
LMPP,ANTKMT
LMPP,HAGHL
LMPP,TPSAB1
LMPP,UBE2I
LMPP,C16orf91
LMPP,MAPK8IP3
LMPP,MSRB1
LMPP,NDUFB10
LMPP,SNHG9
LMPP,TBL3
LMPP,ZNF598
LMPP,SLC9A3R2
LMPP,RP11-304L19.13
LMPP,ATP6V0C
LMPP,ERVK13-1
LMPP,SRRM2
LMPP,ELOB
LMPP,ZG16B
LMPP,RP11-473M20.9
LMPP,TIGD7
LMPP,MTRNR2L4
LMPP,ZNF174
LMPP,CLUAP1
LMPP,SLX4
LMPP,CREBBP
LMPP,ADCY9
LMPP,VASN
LMPP,CDIP1
LMPP,GLYR1
LMPP,RP11-127I20.8
LMPP,EEF2KMT
LMPP,TMEM186
LMPP,RMI2
LMPP,SOCS1
LMPP,CTD-3088G3.6
LMPP,LITAF
LMPP,RP11-166B2.3
LMPP,PDXDC1
LMPP,BMERB1
LMPP,MARF1
LMPP,NDE1
LMPP,AC138969.4
LMPP,XYLT1
LMPP,CTD-2576D5.4
LMPP,SMG1
LMPP,COQ7
LMPP,ITPRIPL2
LMPP,ERI2
LMPP,DCUN1D3
LMPP,TMEM159
LMPP,SDR42E2
LMPP,CDR2-DT
LMPP,NPIPB5
LMPP,CTD-2270L9.2
LMPP,UBFD1
LMPP,CTD-2196E14.6
LMPP,PRKCB
LMPP,RBBP6
LMPP,TNRC6A
LMPP,LCMT1-AS1
LMPP,ZKSCAN2
LMPP,NSMCE1-DT
LMPP,GTF3C1
LMPP,RP11-666O2.7
LMPP,NPIPB8
LMPP,RP11-264B17.2
LMPP,LAT
LMPP,C16orf54
LMPP,PAGR1
LMPP,TMEM219
LMPP,DOC2A
LMPP,PPP4C
LMPP,NPIPB13
LMPP,ZNF48
LMPP,SEPTIN1
LMPP,ZNF771
LMPP,SEPHS2
LMPP,RP11-297C4.2
LMPP,RP11-146F11.5
LMPP,ZNF689
LMPP,TMEM265
LMPP,PHKG2
LMPP,FBXL19-AS1
LMPP,VKORC1
LMPP,ITGAM
LMPP,RP11-452L6.5
LMPP,AHSP
LMPP,GPT2
LMPP,DNAJA2
LMPP,RP11-474B12.1
LMPP,LINC02133
LMPP,SIAH1
LMPP,CNEP1R1
LMPP,NOD2
LMPP,CYLD-AS1
LMPP,CYLD
LMPP,HNRNPA1P48
LMPP,AKTIP
LMPP,IRX3
LMPP,CRNDE
LMPP,IRX5
LMPP,RP11-413H22.2
LMPP,MT1F
LMPP,NUP93
LMPP,PSME3IP1
LMPP,RSPRY1
LMPP,POLR2C
LMPP,RP11-405F3.4
LMPP,KIFC3
LMPP,MMP15
LMPP,CFAP20
LMPP,RP11-459F6.3
LMPP,CSNK2A2
LMPP,CCDC113
LMPP,GINS3
LMPP,SLC38A7
LMPP,CMTM3
LMPP,CMTM4
LMPP,RP11-63M22.3
LMPP,CES2
LMPP,FBXL8
LMPP,ELMO3
LMPP,ATP6V0D1
LMPP,CTCF
LMPP,ENKD1
LMPP,RANBP10
LMPP,CENPT
LMPP,DUS2
LMPP,RP11-96D1.5
LMPP,SLC7A6OS
LMPP,TMED6
LMPP,NQO1
