Subset,Detail
Progenitors,ABCB8
Progenitors,RHEB
Progenitors,PAXIP1-DT
Progenitors,ANGPT2
Progenitors,ZDHHC2
Progenitors,ASAH1
Progenitors,NPM2
Progenitors,CCDC25
Progenitors,PLPBP
Progenitors,BRF2
Progenitors,RP11-360L9.4
Progenitors,AP3M2
Progenitors,SPIDR
Progenitors,TERF1
Progenitors,TMEM70
Progenitors,WWP1
Progenitors,PIP4P2
Progenitors,LRRC69
Progenitors,INTS8
Progenitors,AZIN1
Progenitors,LRP12
Progenitors,EMC2
Progenitors,RP11-760H22.2
Progenitors,NTAQ1
Progenitors,MYC
Progenitors,SLA
Progenitors,KHDRBS3
Progenitors,JRK
Progenitors,TIGD5
Progenitors,GFUS
Progenitors,ZNF623
Progenitors,SCRIB
Progenitors,PARP10
Progenitors,MAF1
Progenitors,DGAT1
Progenitors,RCL1
Progenitors,JAK2
Progenitors,PLGRKT
Progenitors,RANBP6
Progenitors,HACD4
Progenitors,KIF24
Progenitors,CCDC107
Progenitors,GBA2
Progenitors,RP11-112J3.16
Progenitors,GLIPR2
Progenitors,CLTA
Progenitors,LINC01410
Progenitors,TJP2
Progenitors,MAMDC2-AS1
Progenitors,UBQLN1
Progenitors,SEMA4D
Progenitors,CARD19
Progenitors,PTPDC1
Progenitors,ZNF510
Progenitors,SEC61B
Progenitors,NIPSNAP3B
Progenitors,UGCG
Progenitors,DELEC1
Progenitors,FBXW2
Progenitors,PSMD5
Progenitors,ZBTB34
Progenitors,CIZ1
Progenitors,SWI5
Progenitors,CERCAM
Progenitors,ODF2
Progenitors,CRAT
Progenitors,C9orf78
Progenitors,GTF3C4
Progenitors,BRD3
Progenitors,UBAC1
Progenitors,INPP5E
Progenitors,SAPCD2
Progenitors,EXD3
Progenitors,MRPL41
Progenitors,WDR37
Progenitors,AKR1C3
Progenitors,FBH1
Progenitors,PRKCQ-AS1
Progenitors,RSU1
Progenitors,RP11-499P20.2
Progenitors,MASTL
Progenitors,ZNF438
Progenitors,RP11-135A24.2
Progenitors,MARCHF8
Progenitors,ZFAND4
Progenitors,NRBF2
Progenitors,SEC24C
Progenitors,TSPAN14
Progenitors,IFIT5
Progenitors,TWNK
Progenitors,POLL
Progenitors,CNNM2
Progenitors,PDCD11
Progenitors,DUSP5
Progenitors,CASP7
Progenitors,LHPP
Progenitors,LRRC27
Progenitors,PTDSS2
Progenitors,TALDO1
Progenitors,AP006621.5
Progenitors,MOB2
Progenitors,LSP1
Progenitors,TNNT3
Progenitors,C11orf21
Progenitors,KCNQ1OT1
Progenitors,RHOG
Progenitors,FAM160A2
Progenitors,ARFIP2
Progenitors,TPP1
Progenitors,ARL14EP
Progenitors,Z83001.1
Progenitors,LMO2
Progenitors,ABTB2
Progenitors,ARHGAP1
Progenitors,ARFGAP2
Progenitors,MTCH2
Progenitors,MED19
Progenitors,ZFP91
Progenitors,RP11-142C4.6
Progenitors,PRPF19
Progenitors,VPS37C
Progenitors,CYB561A3
Progenitors,TMEM216
Progenitors,B3GAT3
Progenitors,HNRNPUL2
Progenitors,TTC9C
Progenitors,TRPT1
Progenitors,BAD
Progenitors,GPR137
Progenitors,SNX15
Progenitors,DPF2
Progenitors,SLC25A45
Progenitors,ZNRD2
Progenitors,FAM89B
Progenitors,MAP3K11
Progenitors,PCNX3
Progenitors,EIF1AD
Progenitors,BRMS1
Progenitors,DPP3
Progenitors,RBM4B
Progenitors,UNC93B1
Progenitors,MRPL21
Progenitors,ARRB1
Progenitors,RP11-91P24.7
Progenitors,CCDC90B
Progenitors,HIKESHI
Progenitors,BIRC3
Progenitors,PDGFD
Progenitors,FDX1
Progenitors,NKAPD1
Progenitors,REXO2
Progenitors,TRAPPC4
Progenitors,C2CD2L
Progenitors,GRAMD1B
Progenitors,EI24
Progenitors,CCDC77
Progenitors,FBXL14
Progenitors,CACNA1C
Progenitors,CD9
Progenitors,NOP2
Progenitors,COPS7A
Progenitors,PHC1
Progenitors,HEBP1
Progenitors,H2AJ
Progenitors,ERP27
Progenitors,C2CD5
Progenitors,FAR2
Progenitors,RESF1
Progenitors,LIMA1
Progenitors,ATF1
Progenitors,SLC11A2
Progenitors,RP11-983P16.4
Progenitors,MFSD5
Progenitors,ESPL1
Progenitors,STAT6
Progenitors,SLC16A7
Progenitors,RP11-631N16.2
Progenitors,DPY19L2
Progenitors,TMBIM4
Progenitors,TMEM19
Progenitors,ZDHHC17
Progenitors,CCDC59
Progenitors,TMTC3
Progenitors,EEA1
Progenitors,LTA4H
Progenitors,NEDD1
Progenitors,ARL1
Progenitors,NUP37
Progenitors,C12orf75
Progenitors,KCTD10
Progenitors,PPTC7
Progenitors,SH2B3
Progenitors,TMEM116
Progenitors,PTPN11
Progenitors,LINC00173
Progenitors,FBXW8
Progenitors,SUDS3
Progenitors,TMEM120B
Progenitors,SETD1B
Progenitors,HIP1R
Progenitors,OGFOD2
Progenitors,SBNO1
Progenitors,ZNF664
Progenitors,ZNF268
Progenitors,MTIF3
Progenitors,FLT3
Progenitors,PDS5B
Progenitors,AKAP11
Progenitors,COG3
Progenitors,LRCH1
Progenitors,SUCLA2
Progenitors,MED4
Progenitors,SETDB2
Progenitors,EBPL
Progenitors,TM9SF2
Progenitors,CUL4A
Progenitors,PNP
Progenitors,LRP10
Progenitors,RBM23
Progenitors,NGDN
Progenitors,NRL
Progenitors,RNF31
Progenitors,DTD2
Progenitors,EAPP
Progenitors,PPP2R3C
Progenitors,MIS18BP1
Progenitors,GNG2
Progenitors,SOCS4
Progenitors,DLGAP5
Progenitors,SLC39A9
Progenitors,DNAL1
Progenitors,YLPM1
Progenitors,DLST
Progenitors,ALKBH1
Progenitors,SPATA7
Progenitors,PSMC1
Progenitors,NRDE2
Progenitors,NDUFB1
Progenitors,CPSF2
Progenitors,SYNE3
Progenitors,PAPOLA
Progenitors,KLC1
Progenitors,XRCC3
Progenitors,GOLGA8H
Progenitors,FAM98B
Progenitors,KNSTRN
Progenitors,BAHD1
Progenitors,EHD4
Progenitors,SNAP23
Progenitors,ZSCAN29
Progenitors,CTDSPL2
Progenitors,EIF3J-DT
Progenitors,SQOR
Progenitors,GNB5
Progenitors,PIGB
Progenitors,DNAAF4
Progenitors,TRIP4
Progenitors,INTS14
Progenitors,RP11-16E23.3
Progenitors,SNAPC5
Progenitors,CALML4
Progenitors,FEM1B
Progenitors,HEXA
Progenitors,PML
Progenitors,UBL7
Progenitors,PTPN9
Progenitors,ETFA
Progenitors,IDH3A
Progenitors,ST20
Progenitors,C15orf40
Progenitors,FAM174B
Progenitors,CHSY1
Progenitors,RHOT2
Progenitors,STUB1
Progenitors,FAHD1
Progenitors,RP11-20I23.6
Progenitors,FLYWCH2
Progenitors,NAGPA
Progenitors,ZC3H7A
Progenitors,NOMO1
Progenitors,ACSM3
Progenitors,THUMPD1
Progenitors,LYRM1
Progenitors,UQCRC2
Progenitors,MOSMO
Progenitors,RP11-21M24.6
Progenitors,NSMCE1
Progenitors,SULT1A1
Progenitors,EIF3C
Progenitors,TBC1D10B
Progenitors,ZNF768
Progenitors,AC002310.12
Progenitors,SETD1A
Progenitors,KAT8
Progenitors,FUS
Progenitors,RUSF1
Progenitors,PSKH1
Progenitors,ATXN1L
Progenitors,TXNL4B
Progenitors,PMFBP1
Progenitors,AC004158.3
Progenitors,RFWD3
Progenitors,GABARAPL2
Progenitors,PLCG2
Progenitors,COTL1
Progenitors,GALNS
Progenitors,VPS9D1
Progenitors,C17orf97
Progenitors,RFLNB
Progenitors,SLC43A2
Progenitors,SMYD4
Progenitors,SRR
Progenitors,KIAA0753
Progenitors,PLSCR3
Progenitors,FXR2
Progenitors,RANGRF
Progenitors,KRBA2
Progenitors,MYH3
Progenitors,ATPAF2
Progenitors,ALKBH5
Progenitors,PIGS
Progenitors,PROCA1
Progenitors,TRAF4
Progenitors,FLOT2
Progenitors,TEFM
Progenitors,COPRS
Progenitors,STARD3
Progenitors,PSMD3
Progenitors,RAB5C
Progenitors,RETREG3
Progenitors,DUSP3
Progenitors,TMEM101
Progenitors,G6PC3
Progenitors,HROB
Progenitors,RP11-357H14.16
Progenitors,XYLT2
Progenitors,SPATA20
Progenitors,RP11-213B3.1
Progenitors,PCTP
Progenitors,PPM1D
Progenitors,PECAM1
Progenitors,MAP2K6
Progenitors,NT5C
Progenitors,MIF4GD
Progenitors,RHBDF2
Progenitors,TMC6
Progenitors,GAA
Progenitors,ENDOV
Progenitors,RFNG
Progenitors,CCDC57
Progenitors,TYMSOS
Progenitors,RALBP1
Progenitors,SPIRE1
Progenitors,FAM210A
Progenitors,ROCK1
Progenitors,CABLES1
Progenitors,TRAPPC8
Progenitors,RNF138
Progenitors,HDHD2
Progenitors,RP11-35G9.5
Progenitors,ATP8B1
Progenitors,LMAN1
Progenitors,SOCS6
Progenitors,KCNG2
Progenitors,BSG
Progenitors,RNF126
Progenitors,ARID3A
Progenitors,WDR18
Progenitors,ABCA7
Progenitors,MIDN
Progenitors,KLF16
Progenitors,PEAK3
Progenitors,PIAS4
Progenitors,MAP2K2
Progenitors,TNFAIP8L1
Progenitors,PLIN3
Progenitors,CAPS
Progenitors,RANBP3
Progenitors,ALKBH7
Progenitors,DENND1C
Progenitors,ZNF846
Progenitors,CDKN2D
Progenitors,ZNF823
Progenitors,ZNF844
Progenitors,ZNF490
Progenitors,WDR83
Progenitors,DHPS
Progenitors,STX10
Progenitors,CCDC130
Progenitors,RFX1
Progenitors,ADGRL1-AS1
Progenitors,FAM32A
Progenitors,ANKLE1
Progenitors,MRPL34
Progenitors,DDA1
Progenitors,PGLS
Progenitors,MAST3
Progenitors,MEF2B
Progenitors,ATP13A1
Progenitors,ZNF101
Progenitors,ZNF430
Progenitors,ZNF493
Progenitors,ZNF675
Progenitors,LINC00662
Progenitors,CTC-459F4.3
Progenitors,UQCRFS1
Progenitors,SCGB2B2
Progenitors,U2AF1L4
Progenitors,HCST
Progenitors,ZNF565
Progenitors,ZNF420
Progenitors,ZNF571
Progenitors,RINL
Progenitors,SIRT2
Progenitors,ZNF780B
Progenitors,EGLN2
Progenitors,RABAC1
Progenitors,ZNF574
Progenitors,POU2F2
Progenitors,CIC
Progenitors,PHLDB3
Progenitors,KCNN4
Progenitors,ZNF155
Progenitors,ZNF224
Progenitors,ARHGAP35
Progenitors,KDELR1
Progenitors,GRWD1
Progenitors,GYS1
Progenitors,SNRNP70
Progenitors,FLT3LG
Progenitors,NR1H2
Progenitors,ZNF836
Progenitors,ZNF480
Progenitors,ZNF600
Progenitors,ZNF888
Progenitors,TFPT
Progenitors,PRPF31
Progenitors,PPP1R12C
Progenitors,TRAPPC2B
Progenitors,ZNF549
Progenitors,ZNF776
Progenitors,ZNF814
Progenitors,ZNF329
Progenitors,CSNK2A1
Progenitors,CENPB
Progenitors,JAG1
Progenitors,NAA20
Progenitors,RP5-1085F17.4
Progenitors,RP1-18C9.3
Progenitors,MMP24OS
Progenitors,ERGIC3
Progenitors,SRSF6
Progenitors,L3MBTL1
Progenitors,TTPAL
Progenitors,STK4
Progenitors,DBNDD2
Progenitors,PIGT
Progenitors,DNTTIP1
Progenitors,SPATA2
Progenitors,ATP5F1E
Progenitors,PRELID3B
Progenitors,ZNF512B
Progenitors,U2AF1L5
Progenitors,USP25
Progenitors,MIR99AHG
Progenitors,BTG3
Progenitors,C21orf91
Progenitors,MIS18A
Progenitors,PAXBP1-AS1
Progenitors,SETD4
Progenitors,CBR1
Progenitors,PSMG1
Progenitors,C2CD2
Progenitors,PTTG1IP
Progenitors,SLC19A1
Progenitors,DUXAP8
Progenitors,MICAL3
Progenitors,DGCR6L
Progenitors,PPIL2
Progenitors,HPS4
Progenitors,RNF185
Progenitors,DRG1
Progenitors,YWHAH
Progenitors,FOXRED2
Progenitors,TST
Progenitors,CYTH4
Progenitors,SH3BP1
Progenitors,ANKRD54
Progenitors,SERHL2
Progenitors,CYB5R3
Progenitors,NUP50-DT
Progenitors,FAM118A
Progenitors,LINC00899
Progenitors,TRMU
Progenitors,RP1-29C18.8
Progenitors,HDAC10
Progenitors,DENND6B
Progenitors,ARSA
Progenitors,RABL2B
Progenitors,IL3RA
Progenitors,HCCS
Progenitors,MSL3
Progenitors,RAB9A
Progenitors,USP11
Progenitors,ELK1
Progenitors,ZNF182
Progenitors,WAS
Progenitors,PQBP1
Progenitors,CCDC22
Progenitors,SHROOM4
Progenitors,FAM104B
Progenitors,UBQLN2
Progenitors,NBDY
Progenitors,SPIN2B
Progenitors,LAS1L
Progenitors,MSN
Progenitors,CHIC1
Progenitors,PBDC1
Progenitors,TRMT2B
Progenitors,TCEAL1
Progenitors,WDR44
Progenitors,SEPTIN6
Progenitors,OCRL
Progenitors,AIFM1
Progenitors,SLC25A14
Progenitors,CT45A10
Progenitors,MMGT1
Progenitors,AFF2
Progenitors,LINC00894
Progenitors,VMA21
Progenitors,NSDHL
Progenitors,BCAP31
Progenitors,ATP6AP1
Progenitors,G6PD
GMP_LMPP_MPP,SKI
GMP_LMPP_MPP,DNAJC11
GMP_LMPP_MPP,ENO1
GMP_LMPP_MPP,PTAFR
GMP_LMPP_MPP,RP1-117O3.2
GMP_LMPP_MPP,CSF3R
GMP_LMPP_MPP,PPT1
GMP_LMPP_MPP,SMAP2
GMP_LMPP_MPP,PLK3
GMP_LMPP_MPP,NASP
GMP_LMPP_MPP,SPATA6
GMP_LMPP_MPP,SERBP1
GMP_LMPP_MPP,PSMA5
GMP_LMPP_MPP,S100A10
GMP_LMPP_MPP,ARPC5
GMP_LMPP_MPP,PLA2G4A
GMP_LMPP_MPP,MAPKAPK2
GMP_LMPP_MPP,CD55
GMP_LMPP_MPP,PTPN14
GMP_LMPP_MPP,LIN9
GMP_LMPP_MPP,PCNX2
GMP_LMPP_MPP,ASAP2
GMP_LMPP_MPP,YPEL5
GMP_LMPP_MPP,RASGRP3
GMP_LMPP_MPP,MAP4K3-DT
GMP_LMPP_MPP,XPO1
GMP_LMPP_MPP,PELI1
GMP_LMPP_MPP,MAT2A
GMP_LMPP_MPP,UXS1
GMP_LMPP_MPP,BCL2L11
GMP_LMPP_MPP,C2orf88
GMP_LMPP_MPP,WDR12
GMP_LMPP_MPP,BCS1L
GMP_LMPP_MPP,FBXO36
GMP_LMPP_MPP,RPUSD3
GMP_LMPP_MPP,RPSA
GMP_LMPP_MPP,ARL6IP5
GMP_LMPP_MPP,ST3GAL6
GMP_LMPP_MPP,CD47
GMP_LMPP_MPP,EAF2
GMP_LMPP_MPP,MCM2
GMP_LMPP_MPP,RP11-657O9.1
GMP_LMPP_MPP,CCNL1
GMP_LMPP_MPP,PRKCI
GMP_LMPP_MPP,SENP5
GMP_LMPP_MPP,ZNF718
GMP_LMPP_MPP,CXCL8
GMP_LMPP_MPP,MRPL1
GMP_LMPP_MPP,RASGEF1B
GMP_LMPP_MPP,H2AZ1
GMP_LMPP_MPP,NFKB1
GMP_LMPP_MPP,RPL34
GMP_LMPP_MPP,MCUB
GMP_LMPP_MPP,SMAD1
GMP_LMPP_MPP,GUCY1A1
GMP_LMPP_MPP,MARCHF1
GMP_LMPP_MPP,SDHA
GMP_LMPP_MPP,NDUFS6
GMP_LMPP_MPP,CCT5
GMP_LMPP_MPP,ADAMTS6
GMP_LMPP_MPP,CRHBP
GMP_LMPP_MPP,DHFR
GMP_LMPP_MPP,EGR1
GMP_LMPP_MPP,PTTG1
GMP_LMPP_MPP,F13A1
GMP_LMPP_MPP,RP11-146I2.1
GMP_LMPP_MPP,H2BC4
GMP_LMPP_MPP,H2AC6
GMP_LMPP_MPP,BTN3A2
GMP_LMPP_MPP,MRPS18B
GMP_LMPP_MPP,MICA
GMP_LMPP_MPP,HSPA1A
GMP_LMPP_MPP,HLA-DRB1
GMP_LMPP_MPP,TAP2
GMP_LMPP_MPP,HMGA1
GMP_LMPP_MPP,KLHDC3
GMP_LMPP_MPP,DST
GMP_LMPP_MPP,MAN1A1
GMP_LMPP_MPP,MYB
GMP_LMPP_MPP,MRPL18
GMP_LMPP_MPP,GLCCI1
GMP_LMPP_MPP,ARL4A
GMP_LMPP_MPP,HDAC9
GMP_LMPP_MPP,CCM2
GMP_LMPP_MPP,NAMPT
GMP_LMPP_MPP,ST7
GMP_LMPP_MPP,EIF4EBP1
GMP_LMPP_MPP,RB1CC1
GMP_LMPP_MPP,SNHG6
GMP_LMPP_MPP,FABP5
GMP_LMPP_MPP,TMEM65
GMP_LMPP_MPP,STOML2
GMP_LMPP_MPP,MAMDC2
GMP_LMPP_MPP,ANXA1
GMP_LMPP_MPP,NFIL3
GMP_LMPP_MPP,C9orf139
GMP_LMPP_MPP,NUDT5
GMP_LMPP_MPP,ZEB1
GMP_LMPP_MPP,SRGN
GMP_LMPP_MPP,ACTA2
GMP_LMPP_MPP,PGAM1
GMP_LMPP_MPP,TCF7L2
GMP_LMPP_MPP,PRDX3
GMP_LMPP_MPP,PTPRE
GMP_LMPP_MPP,MTRNR2L8
GMP_LMPP_MPP,LDHA
GMP_LMPP_MPP,IMMP1L
GMP_LMPP_MPP,NDUFS3
GMP_LMPP_MPP,SLC43A3
GMP_LMPP_MPP,STX5
GMP_LMPP_MPP,NRXN2
GMP_LMPP_MPP,CFL1
GMP_LMPP_MPP,CLNS1A
GMP_LMPP_MPP,DLG2
GMP_LMPP_MPP,CTSC
GMP_LMPP_MPP,CASP1
GMP_LMPP_MPP,NDUFA9
GMP_LMPP_MPP,M6PR
GMP_LMPP_MPP,CD69
GMP_LMPP_MPP,GABARAPL1
GMP_LMPP_MPP,MAGOHB
GMP_LMPP_MPP,YBX3
GMP_LMPP_MPP,RP11-946L16.1
GMP_LMPP_MPP,DENND5B
GMP_LMPP_MPP,TAMALIN
GMP_LMPP_MPP,CBX5
GMP_LMPP_MPP,IKZF4
GMP_LMPP_MPP,RP11-305O6.3
GMP_LMPP_MPP,PRANCR
GMP_LMPP_MPP,PHLDA1
GMP_LMPP_MPP,NAP1L1
GMP_LMPP_MPP,ATP2B1-AS1
GMP_LMPP_MPP,BTG1
GMP_LMPP_MPP,PPP1CC
GMP_LMPP_MPP,PEBP1
GMP_LMPP_MPP,RGCC
GMP_LMPP_MPP,GPC6
GMP_LMPP_MPP,NFKBIA
GMP_LMPP_MPP,FKBP3
GMP_LMPP_MPP,WDHD1
GMP_LMPP_MPP,FBXO34
GMP_LMPP_MPP,PELI2
GMP_LMPP_MPP,JKAMP
GMP_LMPP_MPP,RP11-72M17.1
GMP_LMPP_MPP,JDP2
GMP_LMPP_MPP,RCOR1
GMP_LMPP_MPP,AMN
GMP_LMPP_MPP,TNFAIP2
GMP_LMPP_MPP,EMC7
GMP_LMPP_MPP,GOLGA8B
GMP_LMPP_MPP,BUB1B
GMP_LMPP_MPP,TP53BP1
GMP_LMPP_MPP,ABHD17C
GMP_LMPP_MPP,TRAP1
GMP_LMPP_MPP,KNOP1
GMP_LMPP_MPP,ORC6
GMP_LMPP_MPP,PSMB6
GMP_LMPP_MPP,PIK3R6
GMP_LMPP_MPP,COX10-AS1
GMP_LMPP_MPP,FMNL1-DT
GMP_LMPP_MPP,ATP5MC1
GMP_LMPP_MPP,NME1
GMP_LMPP_MPP,TOM1L1
GMP_LMPP_MPP,H3-3B
GMP_LMPP_MPP,USP36
GMP_LMPP_MPP,CSNK1D
GMP_LMPP_MPP,PIEZO2
GMP_LMPP_MPP,ZNF519
GMP_LMPP_MPP,SNRPD1
GMP_LMPP_MPP,MIR924HG
GMP_LMPP_MPP,TCF4
GMP_LMPP_MPP,R3HDM4
GMP_LMPP_MPP,CNN2
GMP_LMPP_MPP,MKNK2
GMP_LMPP_MPP,EEF2
GMP_LMPP_MPP,SH3GL1
GMP_LMPP_MPP,SHFL
GMP_LMPP_MPP,IER2
GMP_LMPP_MPP,TECR
GMP_LMPP_MPP,HOMER3
GMP_LMPP_MPP,RFXANK
GMP_LMPP_MPP,NFKBID
GMP_LMPP_MPP,MAP4K1
GMP_LMPP_MPP,RPS16
GMP_LMPP_MPP,ZNF227
GMP_LMPP_MPP,NECTIN2
GMP_LMPP_MPP,RELB
GMP_LMPP_MPP,NOP53
GMP_LMPP_MPP,NOP56
GMP_LMPP_MPP,ITPA
GMP_LMPP_MPP,PRNP
GMP_LMPP_MPP,MCM8
GMP_LMPP_MPP,DSTN
GMP_LMPP_MPP,SNX5
GMP_LMPP_MPP,RBL1
GMP_LMPP_MPP,AP001347.6
GMP_LMPP_MPP,DONSON
GMP_LMPP_MPP,AP000331.1
GMP_LMPP_MPP,GGT5
GMP_LMPP_MPP,DEPDC5
GMP_LMPP_MPP,APOL1
GMP_LMPP_MPP,APOBEC3C
GMP_LMPP_MPP,RPS19BP1
GMP_LMPP_MPP,MRTFA
GMP_LMPP_MPP,ATXN10
GMP_LMPP_MPP,ODF3B
GMP_LMPP_MPP,WWC3
GMP_LMPP_MPP,APOO
GMP_LMPP_MPP,DDX3X
GMP_LMPP_MPP,CLCN5
GMP_LMPP_MPP,BEX3
GMP_LMPP_MPP,TSC22D3
GMP_LMPP_MPP,ZNF185
LMPP_MPP,RP5-934G17.7
LMPP_MPP,PRDM2
LMPP_MPP,IFFO2
LMPP_MPP,LYPLA2
LMPP_MPP,CNR2
LMPP_MPP,STMN1
LMPP_MPP,SMIM12
LMPP_MPP,LINC01137
LMPP_MPP,CITED4
LMPP_MPP,PRDX1
LMPP_MPP,AKR1A1
LMPP_MPP,TXNDC12
LMPP_MPP,PDE4B
LMPP_MPP,GADD45A
LMPP_MPP,CDC7
LMPP_MPP,GLMN
LMPP_MPP,CCDC18-AS1
LMPP_MPP,PRPF38B
LMPP_MPP,WDR77
LMPP_MPP,NBPF10
LMPP_MPP,TARS2
LMPP_MPP,C1orf43
LMPP_MPP,PMVK
LMPP_MPP,TOMM40L
LMPP_MPP,NIBAN1
LMPP_MPP,SCCPDH
LMPP_MPP,ZNF124
LMPP_MPP,GCSAML
LMPP_MPP,RNASEH1
LMPP_MPP,LINC00276
LMPP_MPP,LINC01122
LMPP_MPP,REL
LMPP_MPP,CEP68
LMPP_MPP,DYSF
LMPP_MPP,EXOC6B
LMPP_MPP,HTRA2
LMPP_MPP,RPIA
LMPP_MPP,COX5B
LMPP_MPP,TXNDC9
LMPP_MPP,MIR4435-2HG
LMPP_MPP,IMP4
LMPP_MPP,CXCR4
LMPP_MPP,AC096558.1
LMPP_MPP,HAT1
LMPP_MPP,CALCRL
LMPP_MPP,FTCDNL1
LMPP_MPP,STRADB
LMPP_MPP,KLF7
LMPP_MPP,IDH1
LMPP_MPP,SP140L
LMPP_MPP,LRRFIP1
LMPP_MPP,PPP1R7
LMPP_MPP,NEU4
LMPP_MPP,RFTN1
LMPP_MPP,ZNF385D
LMPP_MPP,UBE2E2
LMPP_MPP,OSBPL10
LMPP_MPP,GPD1L
LMPP_MPP,CLASP2
LMPP_MPP,TUSC2
LMPP_MPP,STAB1
LMPP_MPP,CGGBP1
LMPP_MPP,FILIP1L
LMPP_MPP,BBX
LMPP_MPP,GATA2
LMPP_MPP,H1-10
LMPP_MPP,MRPL3
LMPP_MPP,PPM1L
LMPP_MPP,ZMAT3
LMPP_MPP,FXR1
LMPP_MPP,ABCC5
LMPP_MPP,FGFRL1
LMPP_MPP,CYTL1
LMPP_MPP,HTRA3
LMPP_MPP,FBXL5
LMPP_MPP,RHOH
LMPP_MPP,DANCR
LMPP_MPP,YTHDC1
LMPP_MPP,AFF1
LMPP_MPP,DNAJB14
LMPP_MPP,AC003099.2
LMPP_MPP,SEC24B
LMPP_MPP,KIAA1109
LMPP_MPP,HMGB2
LMPP_MPP,PRIMPOL
LMPP_MPP,SLC9A3-AS1
LMPP_MPP,MAST4
LMPP_MPP,POC5
LMPP_MPP,RIOK2
LMPP_MPP,PRRC1
LMPP_MPP,BRD8
LMPP_MPP,SIL1
LMPP_MPP,MED7
LMPP_MPP,CCNG1
LMPP_MPP,RPL26L1
LMPP_MPP,ARL10
LMPP_MPP,RUFY1
LMPP_MPP,U91328.19
LMPP_MPP,H3C4
LMPP_MPP,HMGN4
LMPP_MPP,H2BC15
LMPP_MPP,SAPCD1
LMPP_MPP,FKBP5
LMPP_MPP,TREM1
LMPP_MPP,POLH
LMPP_MPP,MCM3
LMPP_MPP,ASCC3
LMPP_MPP,OSTM1
LMPP_MPP,CDK19
LMPP_MPP,TRAF3IP2
LMPP_MPP,ARHGAP18
LMPP_MPP,TNFAIP3
LMPP_MPP,ADAT2
LMPP_MPP,STXBP5
LMPP_MPP,RP1-292B18.4
LMPP_MPP,TMEM181
LMPP_MPP,RP11-125D12.3
LMPP_MPP,ERMARD
LMPP_MPP,RPA3
LMPP_MPP,ICA1
LMPP_MPP,NFE2L3
LMPP_MPP,HOXA11-AS
LMPP_MPP,SPDYE21
LMPP_MPP,FAM185A
LMPP_MPP,NAPEPLD
LMPP_MPP,TES
LMPP_MPP,HILPDA
LMPP_MPP,TMEM209
LMPP_MPP,SLC35B4
LMPP_MPP,SSBP1
LMPP_MPP,TRIM35
LMPP_MPP,HOOK3
LMPP_MPP,RPS20
LMPP_MPP,RP11-1D12.2
LMPP_MPP,PEX2
LMPP_MPP,ZFPM2-AS1
LMPP_MPP,ERMP1
LMPP_MPP,RP11-307L3.4
LMPP_MPP,TTC39B
LMPP_MPP,HINT2
LMPP_MPP,GNA14
LMPP_MPP,FANCC
LMPP_MPP,NR4A3
LMPP_MPP,FKTN
LMPP_MPP,ENG
LMPP_MPP,PKN3
LMPP_MPP,SPOUT1
LMPP_MPP,NUP214
LMPP_MPP,TTF1
LMPP_MPP,RALGDS
LMPP_MPP,GPSM1
LMPP_MPP,CARD9
LMPP_MPP,PAXX
LMPP_MPP,ST8SIA6
LMPP_MPP,ST8SIA6-AS1
LMPP_MPP,RP11-354E11.2
LMPP_MPP,KIF5B
LMPP_MPP,CCDC7
LMPP_MPP,ZNF248
LMPP_MPP,AIFM2
LMPP_MPP,ADK
LMPP_MPP,PANK1
LMPP_MPP,R3HCC1L
LMPP_MPP,COX15
LMPP_MPP,DNMBP
LMPP_MPP,C10orf95-AS1
LMPP_MPP,TAF5
LMPP_MPP,BBIP1
LMPP_MPP,INPP5A
LMPP_MPP,IFITM3
LMPP_MPP,POLR2L
LMPP_MPP,MRPL17
LMPP_MPP,PSMA1
LMPP_MPP,HTATIP2
LMPP_MPP,CTNND1
LMPP_MPP,CCS
LMPP_MPP,GRK2
LMPP_MPP,CDK2AP2
LMPP_MPP,RELT
LMPP_MPP,PAK1
LMPP_MPP,SCARNA9
LMPP_MPP,SRSF8
LMPP_MPP,RP11-819C21.1
LMPP_MPP,DLAT
LMPP_MPP,USP28
LMPP_MPP,DYRK4
LMPP_MPP,RP11-726G1.2
LMPP_MPP,LDHB
LMPP_MPP,TMEM117
LMPP_MPP,TUBA1C
LMPP_MPP,ACVR1B
LMPP_MPP,C12orf66
LMPP_MPP,NAV3
LMPP_MPP,TMTC2
LMPP_MPP,GALNT4
LMPP_MPP,CDK17
LMPP_MPP,HSP90B1
LMPP_MPP,RP11-497G19.2
LMPP_MPP,WSB2
LMPP_MPP,PXN-AS1
LMPP_MPP,BRI3BP
LMPP_MPP,FBRSL1
LMPP_MPP,LATS2
LMPP_MPP,LINC00539
LMPP_MPP,RP11-141M1.3
LMPP_MPP,NHLRC3
LMPP_MPP,DNAJC3
LMPP_MPP,TEX30
LMPP_MPP,BIVM
LMPP_MPP,CHAMP1
LMPP_MPP,METTL17
LMPP_MPP,AE000661.37
LMPP_MPP,CTD-2555K7.2
LMPP_MPP,COCH
LMPP_MPP,ARF6
LMPP_MPP,AL163953.3
LMPP_MPP,PPM1A
LMPP_MPP,GALNT16
LMPP_MPP,ERH
LMPP_MPP,TTC9
LMPP_MPP,TECPR2
LMPP_MPP,RP11-1000B6.8
LMPP_MPP,SCG5
LMPP_MPP,PGBD4
