"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"RP1-84O15.2",0.802177691039047,-0.121837940533001,0.018,0.013,1
"RP11-659A24.2",0.802177691039047,-0.542834289356253,0.018,0.013,1
"RP11-367L7.1",0.802177691039047,-0.515538648105633,0.018,0.013,1
"FAM240B",0.802177691039047,-0.30067647250648,0.018,0.013,1
"RP11-165H23.1",0.802177691039047,-0.490637557320355,0.018,0.013,1
"LINC02843",0.802177691039047,-0.446985770658828,0.018,0.013,1
"FAM225A",0.802177691039047,1.45791585603663,0.018,0.013,1
"RP11-142M10.2",0.802177691039047,-0.478929929654615,0.018,0.013,1
"RP11-418C1.7",0.802177691039047,-0.261802983403562,0.018,0.013,1
"RGR",0.802177691039047,-0.219957866328764,0.018,0.013,1
"RP11-129J12.1",0.802177691039047,2.24960049618336,0.018,0.013,1
"WNT8B",0.802177691039047,-0.534931296649947,0.018,0.013,1
"RP11-383C5.3",0.802177691039047,-0.52754473102353,0.018,0.013,1
"STK33",0.802177691039047,-0.460198318586543,0.018,0.013,1
"CTD-2140G10.2",0.802177691039047,-0.560469656951433,0.018,0.013,1
"LINC02740",0.802177691039047,-0.465487949495357,0.018,0.013,1
"RP11-754H12.1",0.802177691039047,-0.370694249874219,0.018,0.013,1
"RP11-554A11.8",0.802177691039047,-0.12083283760802,0.018,0.013,1
"CTD-2562J17.2",0.802177691039047,-0.53072344624737,0.018,0.013,1
"DGAT2",0.802177691039047,-0.48495717947409,0.018,0.013,1
"RP11-315O6.1",0.802177691039047,0.58287162897227,0.018,0.013,1
"ANKK1",0.802177691039047,1.28302922002469,0.018,0.013,1
"PDZD3",0.802177691039047,0.287537338960374,0.018,0.013,1
"P3H3",0.802177691039047,-0.376758056585923,0.018,0.013,1
"TAS2R30",0.802177691039047,-0.371180540747436,0.018,0.013,1
"RP11-843B15.2",0.802177691039047,0.59996879094777,0.018,0.013,1
"FLJ12825",0.802177691039047,-0.534546367141044,0.018,0.013,1
"LINC02381",0.802177691039047,-0.52691043720956,0.018,0.013,1
"INHBC",0.802177691039047,0.469341969750549,0.018,0.013,1
"RP11-620J15.2",0.802177691039047,-0.190025997168518,0.018,0.013,1
"C12orf50",0.802177691039047,-0.522076091402218,0.018,0.013,1
"PLEKHG7",0.802177691039047,-0.536135143542046,0.018,0.013,1
"GLT8D2",0.802177691039047,-0.539211918545972,0.018,0.013,1
"TBX5",0.802177691039047,-0.49033828950897,0.018,0.013,1
"RP11-324E6.10",0.802177691039047,0.670816175830846,0.018,0.013,1
"FGF9",0.802177691039047,-0.230945352603631,0.018,0.013,1
"RP11-536C2.2",0.802177691039047,-0.528620065405015,0.018,0.013,1
"LINC00402",0.802177691039047,-0.380607059711796,0.018,0.013,1
"SCEL",0.802177691039047,-0.520595771094615,0.018,0.013,1
"LINC00377",0.802177691039047,3.60326598971895,0.018,0.013,1
"LINC00433",0.802177691039047,-0.527587515233093,0.018,0.013,1
"GPC5-AS1",0.802177691039047,-0.51202826174503,0.018,0.013,1
"CCDC168",0.802177691039047,2.8021533026847,0.018,0.013,1
"RP11-298I3.4",0.802177691039047,0.516336783765405,0.018,0.013,1
"FRMD6",0.802177691039047,-0.53483760402345,0.018,0.013,1
"RPS6KL1",0.802177691039047,-0.270561996047673,0.018,0.013,1
"RP11-242P2.3",0.802177691039047,-0.465551480250341,0.018,0.013,1
"RP11-1152H15.1",0.802177691039047,-0.460436948275875,0.018,0.013,1
"RP11-16L14.2",0.802177691039047,-0.451787618749303,0.018,0.013,1
"IGDCC4",0.802177691039047,-0.506886261773701,0.018,0.013,1
"RP11-16K12.1",0.802177691039047,-0.488502258501256,0.018,0.013,1
"ACAN",0.802177691039047,-0.3691932273523,0.018,0.013,1
"LA16c-349E10.1",0.802177691039047,-0.294664251470762,0.018,0.013,1
"TPSD1",0.802177691039047,0.312639808391417,0.018,0.013,1
"PDZD9",0.802177691039047,0.835075049424759,0.018,0.013,1
"PLLP",0.802177691039047,-0.475089388448314,0.018,0.013,1
"CTD-2012K14.8",0.802177691039047,0.416278568995465,0.018,0.013,1
"SMPD3",0.802177691039047,-0.481941166078773,0.018,0.013,1
"RP11-45M22.3",0.802177691039047,-0.492649228222604,0.018,0.013,1
"AC004702.2",0.802177691039047,0.274032882653779,0.018,0.013,1
"RP1-56K13.5",0.802177691039047,-0.300439986588265,0.018,0.013,1
"CCR10",0.802177691039047,-0.439627364202062,0.018,0.013,1
"AC091133.1",0.802177691039047,-0.237038267231053,0.018,0.013,1
"RP11-316M20.3",0.802177691039047,-0.462467761649779,0.018,0.013,1
"RP11-323N12.6",0.802177691039047,0.592755146193067,0.018,0.013,1
"RP11-1055B8.10",0.802177691039047,-0.467500910861996,0.018,0.013,1
"RP11-672L10.3",0.802177691039047,-0.235823943903984,0.018,0.013,1
"RP11-128P17.2",0.802177691039047,-0.550752159135391,0.018,0.013,1
"CIDEA",0.802177691039047,-0.32524912124357,0.018,0.013,1
"RP11-454P7.5",0.802177691039047,-0.528833512739239,0.018,0.013,1
"RP11-749H17.3",0.802177691039047,-0.422527210403208,0.018,0.013,1
"SMAD7",0.802177691039047,1.25442438430492,0.018,0.013,1
"RP11-325K19.7",0.802177691039047,-0.452372422291062,0.018,0.013,1
"SERPINB2",0.802177691039047,-0.529077981588583,0.018,0.013,1
"ZNF516-AS1",0.802177691039047,-0.408248425410685,0.018,0.013,1
"PLK5",0.802177691039047,-0.347363098822619,0.018,0.013,1
"ACER1",0.802177691039047,-0.352357990922767,0.018,0.013,1
"CTC-251H24.14",0.802177691039047,-0.217577513002336,0.018,0.013,1
"ZNF676",0.802177691039047,1.26897882675148,0.018,0.013,1
"CTC-344H19.4",0.802177691039047,2.22844459298955,0.018,0.013,1
"DHDH",0.802177691039047,-0.373693265357088,0.018,0.013,1
"C19orf73",0.802177691039047,-0.43997670284104,0.018,0.013,1
"TSKS",0.802177691039047,-0.532010450768547,0.018,0.013,1
"CTB-147C22.8",0.802177691039047,-0.309061301826282,0.018,0.013,1
"SIGLECL1",0.802177691039047,-0.401845783330467,0.018,0.013,1
"HAS1",0.802177691039047,-0.42059871092365,0.018,0.013,1
"FPR1",0.802177691039047,-0.112298980081555,0.018,0.013,1
"NLRP4",0.802177691039047,-0.542405037630279,0.018,0.013,1
"AURKC",0.802177691039047,-0.512014760160695,0.018,0.013,1
"AC003005.2",0.802177691039047,1.49252737607297,0.018,0.013,1
"CTD-2619J13.23",0.802177691039047,-0.287929598981923,0.018,0.013,1
"RSPO4",0.802177691039047,-0.556950089540274,0.018,0.013,1
"RP4-585I14.3",0.802177691039047,-0.286808396029181,0.018,0.013,1
"LBP",0.802177691039047,0.226197923989668,0.018,0.013,1
"RP4-620E11.8",0.802177691039047,-0.473243905363034,0.018,0.013,1
"LINC01749",0.802177691039047,-0.520262730410293,0.018,0.013,1
"AP001601.2",0.802177691039047,-0.365354569767006,0.018,0.013,1
"SIM2",0.802177691039047,-0.448639308545358,0.018,0.013,1
"B3GALT5",0.802177691039047,-0.470597376512948,0.018,0.013,1
"LINC00334",0.802177691039047,-0.535747885030505,0.018,0.013,1
"RP1-101D8.1",0.802177691039047,-0.531013810547845,0.018,0.013,1
"AC000085.4",0.802177691039047,-0.52684335854862,0.018,0.013,1
"LINC00896",0.802177691039047,-0.42201497968994,0.018,0.013,1
"MMP11",0.802177691039047,-0.32195569503183,0.018,0.013,1
"RP1-101G11.3",0.802177691039047,-0.161930005198729,0.018,0.013,1
"RP6-109B7.5",0.802177691039047,-0.478621452007131,0.018,0.013,1
"ADM2",0.802177691039047,-0.440334865644343,0.018,0.013,1
"WWC3-AS1",0.802177691039047,-0.413330197569047,0.018,0.013,1
"HDX",0.802177691039047,-0.489049157921293,0.018,0.013,1
"PASD1",0.802177691039047,-0.519514877014239,0.018,0.013,1
"IL9R",0.802177691039047,-0.256672471304053,0.018,0.013,1
"SMIM14",0.803047620102685,2.16095709434109,0.159,0.158,1
"SETX",0.803305895740084,0.299035128903553,0.761,0.868,1
"OR3A2",0.803729197328671,-0.683969622306011,0.106,0.118,1
"ENSA",0.803898058960528,0.542788338540332,0.876,0.908,1
"ZAP70",0.804244855514314,-1.48787189374785,0.071,0.079,1
"ADARB2",0.804440067813741,1.23760570172443,0.088,0.105,1
"KPNA4",0.804696194414474,0.455547792991194,0.832,0.855,1
"AC004448.5",0.804740846294185,0.235834765903839,0.558,0.592,1
"LINC01703",0.805530922177394,1.08676868156557,0.044,0.053,1
"MYLK",0.805530922177394,-0.535348060695245,0.044,0.053,1
"MAP3K5-AS1",0.805530922177394,0.712883681792702,0.044,0.053,1
"RP11-1391J7.1",0.805530922177394,-1.28596957482696,0.044,0.053,1
"EID3",0.805530922177394,-0.57096059374317,0.044,0.053,1
"LCTL",0.805530922177394,-0.339050183125146,0.044,0.053,1
"RP11-615I2.1",0.805530922177394,-0.702708667509487,0.044,0.053,1
"RP11-525K10.3",0.805530922177394,-0.509187768991231,0.044,0.053,1
"TAF13",0.805969421110999,0.408484272718841,0.221,0.237,1
"WASL",0.806450662065066,0.426429919999978,0.531,0.526,1
"NAA30",0.806485342034127,1.19936815359566,0.319,0.329,1
"LINC00863",0.8065167485511,0.677278371691058,0.204,0.224,1
"SNAP25-AS1",0.806962810724522,2.95461810119079,0.08,0.092,1
"RTL6",0.806962810724522,-0.157162145804811,0.08,0.092,1
"RP11-158O16.2",0.806962810724522,-0.288888931553092,0.088,0.079,1
"RP11-1277A3.1",0.806962810724522,0.147097655699612,0.088,0.079,1
"RP11-269F19.10",0.807273647538041,-0.834762308445842,0.062,0.053,1
"H1-5",0.807273647538041,-0.241447028246267,0.062,0.053,1
"TMEM104",0.807549844817216,0.112283097580534,0.442,0.461,1
"XAF1",0.807812440284143,0.942892975753751,0.496,0.513,1
"GTF3C1",0.807911698893955,1.32206380543933,0.487,0.566,1
"MICU2",0.80803621553723,0.169620601669268,0.858,0.895,1
"ADAP1",0.80810478943658,0.389097993791993,0.257,0.276,1
"GMEB2",0.808319584996745,0.559436705807799,0.575,0.632,1
"RP11-209I11.1",0.808546583325779,0.216016878586946,0.142,0.132,1
"RP11-436D23.1",0.808686034855172,2.51979351906479,0.204,0.197,1
"AKIRIN1",0.808883948671767,1.4413102030134,0.743,0.763,1
"PCNX1",0.809993760422033,0.580432194228373,0.805,0.908,1
"PFKFB3",0.810371956854351,0.400754890739084,0.619,0.618,1
"CNGB3",0.810601801186701,1.27570516035172,0.319,0.368,1
"LINC01541",0.810775919703144,-0.18744718658236,0.265,0.224,1
"TTC28",0.810780896626802,0.730215702386966,0.389,0.408,1
"KMT2B",0.81106184570292,-0.758011608913765,0.425,0.461,1
"SCN1A",0.81122472698457,-0.477560650432789,0.044,0.053,1
"LINC02438",0.81122472698457,-0.456996119524709,0.044,0.053,1
"NSUN7",0.81122472698457,-0.468785633198218,0.044,0.053,1
"LINC01170",0.81122472698457,-0.374451254796409,0.044,0.053,1
"ZNF346-IT1",0.81122472698457,-1.65586430088345,0.044,0.053,1
"MRC1",0.81122472698457,0.565044324930835,0.044,0.053,1
"ZMIZ1-AS1",0.81122472698457,1.9397384721751,0.044,0.053,1
"LINC02551",0.81122472698457,2.23153918967293,0.044,0.053,1
"CPEB1-AS1",0.81122472698457,-0.702755663486987,0.044,0.053,1
"EPB41L3",0.81122472698457,-0.438456981125908,0.044,0.053,1
"ESRRG",0.811275215317815,2.50129932043431,0.124,0.118,1
"NLRP7",0.811315795680264,-0.147588773064594,0.08,0.092,1
"PPP1R26",0.811315795680264,0.471862904127774,0.088,0.079,1
"LACTB",0.811572502596175,-0.743623159956954,0.354,0.368,1
"RP11-84A14.8",0.811878554389074,0.889904862751834,0.018,0.013,1
"PADI2",0.811878554389074,-0.53674137294463,0.018,0.013,1
"RAB42",0.811878554389074,1.29113886087557,0.018,0.013,1
"HEYL",0.811878554389074,-0.550209955132686,0.018,0.013,1
"ZFP69",0.811878554389074,-0.401392505646843,0.018,0.013,1
"LINC01389",0.811878554389074,-0.354371351817843,0.018,0.013,1
"ASB17",0.811878554389074,-0.55515798603519,0.018,0.013,1
"IFI44L",0.811878554389074,-0.394565816168957,0.018,0.013,1
"MCOLN2",0.811878554389074,-0.543829317483834,0.018,0.013,1
"SCARNA2",0.811878554389074,0.385917000267849,0.018,0.013,1
"RP11-552M11.4",0.811878554389074,1.47381603189164,0.018,0.013,1
"LY9",0.811878554389074,-0.456427147040448,0.018,0.013,1
"SELE",0.811878554389074,-0.285914932870153,0.018,0.013,1
"RASAL2-AS1",0.811878554389074,-0.389676812060357,0.018,0.013,1
"RP4-681L3.3",0.811878554389074,-0.544806186924394,0.018,0.013,1
"LINC02767",0.811878554389074,-0.465214422411355,0.018,0.013,1
"PROX1",0.811878554389074,-0.409059945947627,0.018,0.013,1
"OBSCN-AS1",0.811878554389074,0.221413664367452,0.018,0.013,1
"TPO",0.811878554389074,-0.563260681378315,0.018,0.013,1
"CCDC121",0.811878554389074,-0.367881322740617,0.018,0.013,1
"CAPN13",0.811878554389074,-0.102110766481968,0.018,0.013,1
"LINC01119",0.811878554389074,2.92289424298861,0.018,0.013,1
"KCNK12",0.811878554389074,-0.558980445537006,0.018,0.013,1
"AC010967.2",0.811878554389074,0.635988575143296,0.018,0.013,1
"MIR217HG",0.811878554389074,-0.548525824779863,0.018,0.013,1
"RP11-236P2.2",0.811878554389074,-0.219031021129664,0.018,0.013,1
"LINC01943",0.811878554389074,-0.545744871435847,0.018,0.013,1
"RP11-220I15.1",0.811878554389074,2.87631512309139,0.018,0.013,1
"RP11-171I2.2",0.811878554389074,-0.42860946124272,0.018,0.013,1
"COL5A2",0.811878554389074,-0.494856160013401,0.018,0.013,1
"RP11-1145F21.2",0.811878554389074,2.87596480403884,0.018,0.013,1
"FZD5",0.811878554389074,0.110814014359366,0.018,0.013,1
"CATIP",0.811878554389074,-0.310604168426527,0.018,0.013,1
"RP11-400N9.1",0.811878554389074,-0.311386991733817,0.018,0.013,1
"TMEM158",0.811878554389074,-0.501780360715708,0.018,0.013,1
"MYL3",0.811878554389074,-0.20132073458779,0.018,0.013,1
"LINC00870",0.811878554389074,-0.431493899919007,0.018,0.013,1
"RP11-520D19.2",0.811878554389074,-0.139941146153077,0.018,0.013,1
"ZBTB20-AS2",0.811878554389074,-0.458807903175722,0.018,0.013,1
"MRAS",0.811878554389074,-0.464977296169974,0.018,0.013,1
"LINC02066",0.811878554389074,-0.495764669865794,0.018,0.013,1
"RP11-275H4.1",0.811878554389074,-0.561557996356025,0.018,0.013,1
"ZDHHC19",0.811878554389074,-0.250393826279671,0.018,0.013,1
"ZNF732",0.811878554389074,-0.534729496381184,0.018,0.013,1
"CHRNA9",0.811878554389074,-0.523521350417588,0.018,0.013,1
"ADH7",0.811878554389074,-0.560703562125823,0.018,0.013,1
"NEUROG2-AS1",0.811878554389074,-0.557966928660034,0.018,0.013,1
"LINC00290",0.811878554389074,-0.544601665440697,0.018,0.013,1
"TRIML2",0.811878554389074,-0.554220348782801,0.018,0.013,1
"LINC02213",0.811878554389074,-0.555387448433166,0.018,0.013,1
"LINC02064",0.811878554389074,-0.362350880821409,0.018,0.013,1
"CTC-269P20.2",0.811878554389074,-0.562498564750164,0.018,0.013,1
"CTB-140J7.2",0.811878554389074,-0.395055202120126,0.018,0.013,1
"RP11-637O19.2",0.811878554389074,-0.319163017910927,0.018,0.013,1
"RP11-457M11.8",0.811878554389074,-0.480621136659517,0.018,0.013,1
"ITPR3",0.811878554389074,-0.496981059112441,0.018,0.013,1
"MLIP-AS1",0.811878554389074,-0.541364271977935,0.018,0.013,1
"RP1-45N11.1",0.811878554389074,-0.474443825769194,0.018,0.013,1
"NR2E1",0.811878554389074,-0.478413852077622,0.018,0.013,1
"VNN2",0.811878554389074,-0.54335315462257,0.018,0.013,1
"RP11-111G20.4",0.811878554389074,1.76316098092019,0.018,0.013,1
"AC079799.2",0.811878554389074,-0.544025880910038,0.018,0.013,1
"AC073071.1",0.811878554389074,-0.568127762740578,0.018,0.013,1
"RP11-286H14.4",0.811878554389074,-0.423050003442698,0.018,0.013,1
"MESTIT1",0.811878554389074,-0.128314860182861,0.018,0.013,1
"MGAM",0.811878554389074,-0.5106476733384,0.018,0.013,1
"ATG9B",0.811878554389074,-0.52279855971844,0.018,0.013,1
"RP11-675P19.1",0.811878554389074,-0.282287444540068,0.018,0.013,1
"PRSS55",0.811878554389074,-0.33835488835266,0.018,0.013,1
"RP11-13N12.2",0.811878554389074,-0.554712993084586,0.018,0.013,1
"LINC02842",0.811878554389074,2.30166169084707,0.018,0.013,1
"AC084082.3",0.811878554389074,-0.525565772982947,0.018,0.013,1
"RP11-317J10.4",0.811878554389074,-0.442823705030107,0.018,0.013,1
"DPYS",0.811878554389074,-0.54544386116225,0.018,0.013,1
"SLC30A8",0.811878554389074,-0.378684716189305,0.018,0.013,1
"RP11-104C10.1",0.811878554389074,0.40583968744141,0.018,0.013,1
"ARHGAP39",0.811878554389074,-0.372393850322617,0.018,0.013,1
"SLC1A1",0.811878554389074,-0.561854480573612,0.018,0.013,1
"RP11-347J14.8",0.811878554389074,-0.558683400247073,0.018,0.013,1
"RP11-497K15.2",0.811878554389074,-0.52752335063172,0.018,0.013,1
"UNQ6494",0.811878554389074,-0.186566597368008,0.018,0.013,1
"RP11-54O15.4",0.811878554389074,0.477500087425976,0.018,0.013,1
"NUTM2G",0.811878554389074,-0.120546605920081,0.018,0.013,1
"LINC00474",0.811878554389074,-0.510322771867111,0.018,0.013,1
"GGTA1",0.811878554389074,-0.359660154034126,0.018,0.013,1
"RP11-423C15.3",0.811878554389074,0.824561872210212,0.018,0.013,1
"RP11-138E2.1",0.811878554389074,-0.534074148832461,0.018,0.013,1
"RP11-473E2.2",0.811878554389074,-0.53684605654622,0.018,0.013,1
"RP11-473E2.4",0.811878554389074,-0.2431853865413,0.018,0.013,1
"GLT6D1",0.811878554389074,-0.525411839761378,0.018,0.013,1
"RP11-435M3.2",0.811878554389074,-0.553240690576803,0.018,0.013,1
"RP11-235G8.1",0.811878554389074,-0.430767061903137,0.018,0.013,1
"RP11-291L22.4",0.811878554389074,-0.474645886728034,0.018,0.013,1
"AL022345.12",0.811878554389074,0.817279189201503,0.018,0.013,1
"CH17-360D5.2",0.811878554389074,0.70084172291686,0.018,0.013,1
"ASAH2",0.811878554389074,-0.175781506996349,0.018,0.013,1
"RP11-227H15.4",0.811878554389074,-0.504963192182582,0.018,0.013,1
"RP11-354E23.5",0.811878554389074,-0.531338300141505,0.018,0.013,1
"RP11-96C23.10",0.811878554389074,-0.548163700391572,0.018,0.013,1
"RP11-399L7.4",0.811878554389074,-0.540290492806922,0.018,0.013,1
"RP11-483F11.7",0.811878554389074,-0.508562479925243,0.018,0.013,1
"NRAP",0.811878554389074,-0.56495176460029,0.018,0.013,1
"RP13-726E6.1",0.811878554389074,-0.349403516401011,0.018,0.013,1
"OR51I2",0.811878554389074,-0.483374090398915,0.018,0.013,1
"CNGA4",0.811878554389074,0.349848738465224,0.018,0.013,1
"RP11-783K16.16",0.811878554389074,-0.450966181105286,0.018,0.013,1
"TIGD3",0.811878554389074,1.77568398800225,0.018,0.013,1
"PDE2A-AS2",0.811878554389074,-0.409803455115163,0.018,0.013,1
"SENCR",0.811878554389074,-0.454967811607929,0.018,0.013,1
"ADAMTS15",0.811878554389074,-0.554157456968198,0.018,0.013,1
"RP11-598F7.3",0.811878554389074,-0.448260926140589,0.018,0.013,1
"NANOGNB",0.811878554389074,-0.535978309655717,0.018,0.013,1
"ART4",0.811878554389074,-0.499308301598936,0.018,0.013,1
"MANSC4",0.811878554389074,-0.363295669357255,0.018,0.013,1
"RP11-77I22.2",0.811878554389074,-0.261471929700028,0.018,0.013,1
"KIF21A",0.811878554389074,-0.555762815980029,0.018,0.013,1
"RP11-115F18.1",0.811878554389074,-0.482812856938947,0.018,0.013,1
"RP11-474P2.4",0.811878554389074,-0.453625171403631,0.018,0.013,1
"RP11-370I10.2",0.811878554389074,-0.566361527291757,0.018,0.013,1
"TEX49",0.811878554389074,-0.535842115970813,0.018,0.013,1
"HIGD1C",0.811878554389074,-0.512367996945696,0.018,0.013,1
"OR6C75",0.811878554389074,-0.45813243791921,0.018,0.013,1
"RP11-150C16.1",0.811878554389074,-0.514405115012543,0.018,0.013,1
"CSRP2",0.811878554389074,0.295123759286307,0.018,0.013,1
"LINC02464",0.811878554389074,-0.480109918298159,0.018,0.013,1
"RP11-74K11.2",0.811878554389074,0.646717760258006,0.018,0.013,1
"LINC02385",0.811878554389074,-0.535865469287199,0.018,0.013,1
"NUAK1",0.811878554389074,-0.529659972204701,0.018,0.013,1
"FICD",0.811878554389074,2.73504997417578,0.018,0.013,1
"PHETA1",0.811878554389074,-0.514929379954934,0.018,0.013,1
"RP1-166H1.2",0.811878554389074,-0.512555620821138,0.018,0.013,1
"HCAR2",0.811878554389074,2.10259728769409,0.018,0.013,1
"RP11-380N8.7",0.811878554389074,-0.482722209771931,0.018,0.013,1
"SERP2",0.811878554389074,-0.543281404716295,0.018,0.013,1
"REM2",0.811878554389074,-0.480093893267593,0.018,0.013,1
"LINC02281",0.811878554389074,-0.539462561826747,0.018,0.013,1
"RP11-96D24.1",0.811878554389074,-0.481451461356421,0.018,0.013,1
"RP11-406H23.2",0.811878554389074,-0.243393040252442,0.018,0.013,1
"RP11-1085N6.4",0.811878554389074,-0.568171075315496,0.018,0.013,1
"PLEK2",0.811878554389074,-0.534416389347317,0.018,0.013,1
"RP4-647C14.2",0.811878554389074,-0.534625072330645,0.018,0.013,1
"RP11-361H10.7",0.811878554389074,-0.550665769799279,0.018,0.013,1
"RP11-507K2.6",0.811878554389074,-0.512595237519103,0.018,0.013,1
"RP11-356K23.2",0.811878554389074,-0.32881962440845,0.018,0.013,1
"CTD-2306A12.1",0.811878554389074,0.485483050474953,0.018,0.013,1
"CTD-2007H18.2",0.811878554389074,-0.544377459557975,0.018,0.013,1
"RP11-139H15.5",0.811878554389074,-0.509829165108902,0.018,0.013,1
"RP11-30K9.4",0.811878554389074,0.628899688071733,0.018,0.013,1
"AC092755.4",0.811878554389074,-0.337801643163056,0.018,0.013,1
"CILP",0.811878554389074,-0.482993868981104,0.018,0.013,1
"CTD-2562G15.3",0.811878554389074,1.63806613242227,0.018,0.013,1
"CEMIP",0.811878554389074,-0.44473572672791,0.018,0.013,1
"RP11-315L6.1",0.811878554389074,-0.497681499579287,0.018,0.013,1
"RP11-382N13.7",0.811878554389074,-0.478278140147166,0.018,0.013,1
"RP11-876N24.2",0.811878554389074,1.23781165630763,0.018,0.013,1
"RP11-626G11.4",0.811878554389074,-0.559855862942279,0.018,0.013,1
"AC009133.21",0.811878554389074,-0.268311800201578,0.018,0.013,1
"ITFG1-AS1",0.811878554389074,-0.540627517784058,0.018,0.013,1
"RP11-278A23.1",0.811878554389074,-0.273918440648871,0.018,0.013,1
"SLC16A13",0.811878554389074,-0.377254068753542,0.018,0.013,1
"CTD-2349P21.10",0.811878554389074,-0.347030103689827,0.018,0.013,1
"RP11-697E22.2",0.811878554389074,-0.509958644517442,0.018,0.013,1
"HSD17B1",0.811878554389074,0.380369308665663,0.018,0.013,1
"PLEKHH3",0.811878554389074,0.411289198286661,0.018,0.013,1
"SLC4A1",0.811878554389074,-0.327648439115064,0.018,0.013,1
"CTD-2319I12.4",0.811878554389074,-0.56602339669705,0.018,0.013,1
"LINC01999",0.811878554389074,-0.532998749595272,0.018,0.013,1
"ABCA9",0.811878554389074,-0.542388747310877,0.018,0.013,1
"LINC02074",0.811878554389074,-0.5556856531071,0.018,0.013,1
"HID1",0.811878554389074,-0.543577520966501,0.018,0.013,1
"RP11-16C1.2",0.811878554389074,0.223561387801934,0.018,0.013,1
"RP11-888D10.5",0.811878554389074,-0.532670206325176,0.018,0.013,1
"LINC01882",0.811878554389074,-0.49919874448292,0.018,0.013,1
"LINC01919",0.811878554389074,-0.521310963427345,0.018,0.013,1
"RP11-465I4.2",0.811878554389074,-0.462547067242225,0.018,0.013,1
"OR10H5",0.811878554389074,-0.566982715014122,0.018,0.013,1
"CTD-2562J15.4",0.811878554389074,0.397755847497125,0.018,0.013,1
"CTD-3222D19.8",0.811878554389074,1.40433842986336,0.018,0.013,1
"CERS1",0.811878554389074,-0.352450858318348,0.018,0.013,1
"HAPLN4",0.811878554389074,-0.459410399799088,0.018,0.013,1
"LINC01531",0.811878554389074,-0.502192200515647,0.018,0.013,1
"UPK1A",0.811878554389074,-0.542182522849828,0.018,0.013,1
"HIPK4",0.811878554389074,-0.542830407248676,0.018,0.013,1
"PCAT19",0.811878554389074,-0.491274012573725,0.018,0.013,1
"DMRTC2",0.811878554389074,-0.339889242828571,0.018,0.013,1
"KLC3",0.811878554389074,-0.557665327676636,0.018,0.013,1
"MEIS3",0.811878554389074,-0.553266159182149,0.018,0.013,1
"MAMSTR",0.811878554389074,-0.364440046925593,0.018,0.013,1
"ZNF470-DT",0.811878554389074,0.544717863707104,0.018,0.013,1
"DUXA",0.811878554389074,-0.521659572374627,0.018,0.013,1
"RP4-697P8.3",0.811878554389074,-0.531190610529687,0.018,0.013,1
"RP5-881L22.5",0.811878554389074,-0.506201024666855,0.018,0.013,1
"ZBP1",0.811878554389074,-0.529128272831026,0.018,0.013,1
"AP001464.4",0.811878554389074,-0.553507286631191,0.018,0.013,1
"LINC01687",0.811878554389074,0.289606420356239,0.018,0.013,1
"APP-DT",0.811878554389074,-0.270965300728368,0.018,0.013,1
"ZNRF3-AS1",0.811878554389074,-0.530546319185313,0.018,0.013,1
"APOBEC3A",0.811878554389074,-0.465193358279076,0.018,0.013,1
"RP4-646N3.2",0.811878554389074,-0.462078964408158,0.018,0.013,1
"RGN",0.811878554389074,0.725954677679954,0.018,0.013,1
"NUDT11",0.811878554389074,-0.363264920403193,0.018,0.013,1
"PFKFB1",0.811878554389074,-0.452023919308608,0.018,0.013,1
"BEX5",0.811878554389074,-0.531591625200081,0.018,0.013,1
"RP6-191P20.4",0.811878554389074,-0.535737275301852,0.018,0.013,1
"U52111.14",0.811878554389074,0.730077123786844,0.018,0.013,1
"ZFY",0.811878554389074,-0.516021242045607,0.018,0.013,1
"RP11-450B24.1",0.811878554389074,-0.544352702856933,0.018,0.013,1
"PTPRF",0.812454094308611,0.584991508681982,0.062,0.053,1
"CDC37L1-DT",0.812454094308611,-0.403792236447325,0.062,0.053,1
"HSBP1L1",0.812454094308611,-0.511399427817273,0.062,0.053,1
"NAA35",0.812612002305618,0.233806975345525,0.743,0.855,1
"BCL9L",0.812856591253764,-0.245258462948107,0.124,0.132,1
"DEPDC4",0.812856591253764,-1.35512339375614,0.124,0.132,1
"MAP4",0.813341100924039,0.234223357552481,0.867,0.908,1
"SH3BP5",0.813500704402261,1.45131129215255,0.071,0.079,1
"OBI1",0.813500704402261,-0.652071561288266,0.071,0.079,1
"PCNX3",0.813595595480225,1.0744314777636,0.354,0.382,1
"ARFGAP1",0.813979653145391,-0.210790692058838,0.425,0.447,1
"PLEKHH2",0.814298854662358,4.26493868393554,0.071,0.066,1
"GTF2IRD2B",0.814878867835656,0.737896267257509,0.566,0.592,1
"SLC26A5",0.81509002498416,0.967219149195749,0.106,0.092,1
"CTNND2",0.815153590741774,2.229056002242,0.407,0.447,1
"DSE",0.815153590741774,-0.210894347885628,0.416,0.434,1
"RASAL3",0.81526220873019,0.701934719396394,0.487,0.513,1
"POLRMT",0.81526220873019,1.51861620907554,0.496,0.5,1
"LINC00907",0.81557235971153,2.39015838156319,0.142,0.132,1
"ABCC2",0.815674621785964,-0.210384012205084,0.08,0.092,1
"TPH1",0.815674621785964,1.02971085271434,0.088,0.079,1
"CTNNA3",0.815753939230685,0.493947287288862,0.292,0.276,1
"PLCH1",0.815872056429455,0.187843160265939,0.186,0.171,1
